Symbol,Open,High,Low,Close,Beta,52Low,52High,Market Cap,Volume,Shares,Sector,Industry
PGR,124.17,126.72,122.72,125.05,0.4871,106.95,149.84,"73,815 M","4,909,944","585,366,448",Financials,Insurance
PNC,113.38,115.61,111.84,116.65,1.119,116.52,176.47,"45,355 M","6,975,881","399,108,019",Financials,Banks
PRU,80.55,80.95,77.22,81.36,1.427,75.37,110.96,"28,946 M","3,343,694","365,900,000",Financials,Insurance
RE,376.03,376.33,367.03,376.04,0.621,244.575,394.995,"16,385 M","335,179","44,098,856",Financials,Insurance
RF,15.79,16.25,15.31,16.31,1.261,13.94,24.33,"14,726 M","24,716,604","935,000,000",Financials,Banks
RJF,83.27,83.675,82,84.34,1.054,84.86,126,"17,660 M","1,694,197","211,600,000",Financials,Capital Markets
SCHW,47.18,47.6,45.65,48.03,0.8724,45,86.63,"86,152 M","26,316,221","1,818,711,524",Financials,Capital Markets
SPGI,348.71,352.41,346.62,349.97,1.095,279.32,395.795,"111,481 M","1,022,771","320,800,000",Financials,Capital Markets
STT,68.05,68.32,66.38,68.92,1.602,58.615,94.735,"22,349 M","2,948,339","334,258,843",Financials,Capital Markets
SYF,27.36,27.6,26.59,27.71,1.64,27.145,40.885,"11,469 M","6,983,238","428,570,576",Financials,Consumer Finance
TFC,27.23,27.86,25.56,28.13,1.097,28.39,53.34,"34,910 M","37,831,279","1,331,917,887",Financials,Banks
TROW,105.76,105.87,103.38,105.76,1.341,93.53,134.64,"23,731 M","1,526,219","224,571,987",Financials,Capital Markets
TRV,178.63,180.11,176.55,179.15,0.6286,149.6467,194.51,"41,377 M","1,497,006","230,976,565",Financials,Insurance
USB,28.5,29.7,27.27,29.8,0.9946,30.19,53.365,"44,426 M","48,099,620","1,533,000,000",Financials,Banks
WFC,37.68,38.08,36.4,38.65,1.158,35.43,48.84,"137,782 M","53,246,973","3,752,223,519",Financials,Banks
WRB,57.7,58.28,57.03,58.1,0.6347,56.64,76.99,"15,878 M","2,362,441","273,953,386",Financials,Insurance
WTW,225.24,226.19,222.13,226.15,0.7483,187.89,258.93,"23,867 M","493,128","106,413,057",Financials,Insurance
ZION,21.79,22.3,18.26,22.66,1.14,20.41,59.75,"2,952 M","25,522,973","148,100,000",Financials,Banks
A,135.38,136.04,133.76,134.77,1.027,112.52,160.265,"39,589 M","1,103,693","295,701,853",Health Care,Life Sciences Tools & Services
ABBV,149,149,146.35,149.25,0.5376,134.09,168.11,"259,964 M","5,694,328","1,764,141,787",Health Care,Biotechnology
ABC,166.83,167.8954,165.79,166.89,0.5223,135.14,174.63,"33,729 M","958,429","202,466,004",Health Care,Health Care Providers & Services
ABT,111.45,111.49,110.56,111.76,0.6431,93.25,118.23,"192,669 M","4,070,791","1,737,946,233",Health Care,Health Care Equipment & Supplies
ALGN,301.2,304.3,297.83,303.11,1.698,172.05,368.87,"23,337 M","730,234","76,739,012",Health Care,Health Care Equipment & Supplies
AMGN,230.31,232.025,229.15,229.31,0.6211,223.3,296.67,"123,905 M","2,228,478","534,326,594",Health Care,Biotechnology
BAX,46.13,46.36,45.22,46.5,0.5713,37.345,77.08,"22,910 M","4,159,851","505,850,082",Health Care,Health Care Equipment & Supplies
BDX,260,260,251.82,263.61,0.5605,215.9,269.06,"71,674 M","2,405,831","283,901,642",Health Care,Health Care Equipment & Supplies
BIIB,311.42,314.37,309.585,311,0.2134,187.16,311.89,"45,387 M","1,214,059","144,742,368",Health Care,Biotechnology
BIO,467.76,468.45,458.78,463.86,0.8348,344.63,572.7,"13,691 M","126,555","29,595,711",Health Care,Life Sciences Tools & Services
BMY,66.45,67.2431,66.4,66.64,0.4353,65.275,81.435,"140,379 M","8,801,885","2,100,847,138",Health Care,Pharmaceuticals
BSX,52.43,52.771,51.91,52.69,0.7843,34.98,53.47,"74,655 M","8,878,420","1,437,328,024",Health Care,Health Care Equipment & Supplies
CAH,79.04,81.44,77.56,81.64,0.7602,49.7,82.64,"20,825 M","3,309,350","257,639,059",Health Care,Health Care Providers & Services
CI,243.59,244.51,241.06,246,0.5899,240.11,340.11,"72,384 M","1,564,004","297,032,506",Health Care,Health Care Providers & Services
CNC,68.39,68.58,66.755,68.72,0.5622,61.71,98.53,"36,888 M","2,667,667","548,769,258",Health Care,Health Care Providers & Services
COO,378.98,382.42,376.81,380.93,0.9285,244.215,388.29,"18,757 M","132,145","49,455,664",Health Care,Health Care Equipment & Supplies
CRL,191.31,192.92,189.34,191.46,1.347,181.36,262,"9,698 M","323,485","51,181,765",Health Care,Life Sciences Tools & Services
CTLT,48.88,50.3,48.3,48.84,1.161,40.69,115.335,"8,866 M","3,421,175","180,090,483",Health Care,Pharmaceuticals
CVS,69.61,70.1682,68.1038,70.08,0.6042,71.65,107.26,"88,191 M","10,416,410","1,282,025,283",Health Care,Health Care Providers & Services
DGX,135.73,135.8197,134.295,136.57,0.9272,120.4,158.3356,"15,167 M","594,624","112,009,197",Health Care,Health Care Providers & Services
DHR,245.27,245.4,241.945,245.57,0.79,227,303.82,"178,815 M","2,357,579","737,898,789",Health Care,Life Sciences Tools & Services
DVA,87.91,88.07,86.27,88.16,0.9208,65.28,106.71,"7,906 M","483,575","90,653,682",Health Care,Health Care Providers & Services
DXCM,116.5,117.87,116.03,117.32,1.053,66.8925,125.55,"45,516 M","1,765,812","387,635,623",Health Care,Health Care Equipment & Supplies
ELV,458,459.52,452.19,458.18,0.8056,440.02,549.52,"108,261 M","695,621","237,055,805",Health Care,Health Care Providers & Services
EW,87.5,88.68,87.26,88.1,0.9956,67.13,107.92,"53,287 M","1,797,744","606,218,215",Health Care,Health Care Equipment & Supplies
GEHC,79.62,80.26,77.69,79.71,1.028,53,87.83,"35,583 M","1,751,465","454,677,236",Health Care,Health Care Equipment & Supplies
GILD,79.61,79.68,78.41,79.45,0.3846,57.165,89.74,"97,993 M","4,564,159","1,248,000,000",Health Care,Biotechnology
HCA,278.63,280.345,275.25,278.21,1.641,164.47,289.35,"76,373 M","1,460,333","275,089,285",Health Care,Health Care Providers & Services
HOLX,83.825,83.825,82.16,84.09,0.9824,59.78,86.65,"20,292 M","1,396,772","246,118,192",Health Care,Health Care Equipment & Supplies
HSIC,79.79,80.38,77.82,80.01,0.8477,64.75,89.72,"10,381 M","664,721","131,195,220",Health Care,Health Care Providers & Services
HUM,530.27,530.7,523.64,529.79,0.6901,410.87,571.3,"66,033 M","549,307","124,944,994",Health Care,Health Care Providers & Services
IDXX,478.86,480.39,467.755,478.83,1.189,317.06,515.79,"38,972 M","389,867","83,004,936",Health Care,Health Care Equipment & Supplies
ILMN,196.5,197.135,193.47,196.54,1.159,173.45,306.48,"31,026 M","970,426","158,052,357",Health Care,Life Sciences Tools & Services
INCY,67.39,67.5,66.04,68.04,0.6462,65.07,86.29,"14,766 M","2,438,997","223,088,306",Health Care,Biotechnology
IQV,186.51,187.565,183.74,187.02,1.362,165.75,249.11,"34,215 M","1,340,085","185,549,128",Health Care,Life Sciences Tools & Services
ISRG,303.53,304.99,300.79,305.06,1.297,180.07,303.0999,"106,244 M","1,402,161","350,398,068",Health Care,Health Care Equipment & Supplies
JNJ,162.68,162.9,161.25,162.87,0.5311,150.11,183.3506,"421,333 M","5,127,992","2,598,734,075",Health Care,Pharmaceuticals
LH,224.73,225.345,221.54,225.99,1.055,200.32,263.125,"19,624 M","476,735","88,500,941",Health Care,Health Care Providers & Services
LLY,431.45,432.7,425.22,431.19,0.3527,283,411.54,"406,706 M","4,070,697","949,272,933",Health Care,Pharmaceuticals
MCK,353.64,357.48,352.34,354.42,0.5613,298.69,401.78,"48,619 M","1,041,722","136,939,227",Health Care,Health Care Providers & Services
MDT,90,90.14,88.78,90.69,0.7208,75.765,106.33,"118,767 M","4,780,896","1,330,423,708",Health Care,Health Care Equipment & Supplies
MOH,296.03,296.03,291.24,295.82,0.6496,249.78,374,"16,986 M","375,896","58,300,000",Health Care,Health Care Providers & Services
MRK,118,118,116.49,118.22,0.3423,83.05,118.39,"297,849 M","6,490,177","2,537,693,776",Health Care,Pharmaceuticals
MRNA,133.93,138.22,129.75,130.14,1.295,115.03,217.25,"51,808 M","5,504,814","385,677,955",Health Care,Biotechnology
MTD,1485.03,1496.86,1473.04,1492.1,1.145,1065.55,1615.97,"32,558 M","144,068","22,070,068",Health Care,Life Sciences Tools & Services
OGN,23.55,23.75,21.6,24.24,0.8157,20.96,39.09,"5,614 M","3,701,055","255,061,586",Health Care,Pharmaceuticals
PFE,38.17,38.43,38.02,38.45,0.5977,38.4,54.93,"215,786 M","23,675,132","5,644,402,367",Health Care,Pharmaceuticals
PKI,130.39,131.74,129.27,130.23,1.1,113.46,170,"16,576 M","623,952","126,411,985",Health Care,Life Sciences Tools & Services
PODD,320.99,324.09,315.65,320.99,0.7735,181,328.8671,"22,457 M","720,783","69,693,976",Health Care,Health Care Equipment & Supplies
REGN,775.54,776.5799,746.13,803.17,0.2507,538.01,835,"82,708 M","1,229,124","109,710,254",Health Care,Biotechnology
RMD,235.88,235.88,231.13,236.8,0.4865,189.4,247.65,"34,101 M","458,788","146,930,660",Health Care,Health Care Equipment & Supplies
STE,190.48,190.48,186.765,187.68,0.852,159.21,236.1,"18,753 M","476,879","99,284,443",Health Care,Health Care Equipment & Supplies
SYK,284.54,286.61,281.915,287.14,0.9437,188.84,305.44,"108,048 M","1,258,051","379,608,166",Health Care,Health Care Equipment & Supplies
TECH,85.83,85.95,83.09,85.98,1.245,68.0025,99.335,"13,216 M","1,571,245","157,275,200",Health Care,Life Sciences Tools & Services
TFX,261,261,244.47,272.12,1.005,182.65,293.81,"11,690 M","888,023","46,965,758",Health Care,Health Care Equipment & Supplies
TMO,552.6,553.9021,542.72,550.42,0.7785,475.77,611.06,"210,452 M","1,243,493","385,698,254",Health Care,Life Sciences Tools & Services
UHS,141.84,142.06,139.07,142.55,1.267,82.5,154.65,"9,882 M","438,748","70,042,765",Health Care,Health Care Providers & Services
UNH,487.05,489.69,481.95,489.44,0.6471,449.7009,558.1,"453,951 M","2,555,690","931,602,553",Health Care,Health Care Providers & Services
VRTX,347.97,349.13,345.01,346.36,0.4777,233.01,354.46,"89,265 M","927,893","257,551,600",Health Care,Biotechnology
VTRS,9.12,9.14,8.95,9.14,1.243,8.42,12.3993,"10,815 M","9,198,070","1,199,008,181",Health Care,Pharmaceuticals
WAT,297.56,298.29,294.22,296.5,0.8473,265.605,369,"17,470 M","730,267","59,020,233",Health Care,Life Sciences Tools & Services
WST,368.5,371.045,365.07,368.43,1.093,206.19,372.06,"27,408 M","258,725","74,242,584",Health Care,Life Sciences Tools & Services
XRAY,40.48,41.09,39.35,40.48,0.9534,26.48,42.575,"8,680 M","2,571,081","212,477,811",Health Care,Health Care Equipment & Supplies
ZBH,138.46,138.72,136.39,139.62,1.033,100.39,149.25,"28,497 M","1,410,570","208,569,285",Health Care,Health Care Equipment & Supplies
ZTS,168,182.755,167.53,177.73,0.7688,124.1483,183.805,"82,553 M","3,592,231","462,558,895",Health Care,Pharmaceuticals
ADP,216.54,216.67,213.11,215.98,0.8157,196.61,274.92,"88,330 M","1,241,484","413,122,759",Industrials,Professional Services
ALLE,108.72,109.45,106.97,108.96,1.106,87.33,123.46,"9,413 M","527,734","87,946,675",Industrials,Building Products
AME,144.5,144.795,142.4,144.58,1.197,106.17,148.06,"32,940 M","1,463,039","230,475,184",Industrials,Electrical Equipment
AOS,69.1,69.5643,68.21,69.46,1.252,46.58,71.87,"10,409 M","949,143","150,441,548",Industrials,Building Products
BA,200.65,201.25,193.27,200.93,1.511,113.02,221.33,"118,544 M","6,934,072","601,593,507",Industrials,Aerospace & Defense
CARR,40.65,41.11,40.28,41.09,0.9839,33.1,49.17,"34,312 M","7,327,745","834,838,102",Industrials,Building Products
CHRW,104.68,105.175,102.67,105.065,0.7947,86.6,121.23,"11,963 M","1,021,176","116,438,842",Industrials,Air Freight & Logistics
CPRT,78.75,78.99,78.12,78.9,1.23,51.105,79.095,"37,284 M","1,341,622","476,592,516",Industrials,Commercial Services & Supplies
CSGP,73.82,74.82,73.06,73.7,0.8588,53.505,85.37,"30,371 M","1,264,838","408,539,209",Industrials,Professional Services
CTAS,459.35,463.42,456.58,458.01,1.351,343.86,470.23,"46,572 M","307,272","101,701,804",Industrials,Commercial Services & Supplies
DE,382.1,384.02,373.325,382.22,1.016,283.81,448.3999,"110,703 M","1,383,068","296,322,273",Industrials,Machinery
EFX,198,199.83,196.435,200,1.447,145.98,234.14,"24,190 M","965,039","122,643,754",Industrials,Professional Services
EMR,83.74,83.86,82.39,83.82,1.398,72.405,99.6545,"47,278 M","4,498,487","571,400,000",Industrials,Electrical Equipment
ETN,171.36,171.39,167.35,172.38,1.107,122.5,178.75,"67,140 M","2,115,280","398,600,000",Industrials,Electrical Equipment
EXPD,117.47,118.16,115.92,117.8,0.9896,86.08,119.9,"17,861 M","1,362,431","152,712,000",Industrials,Air Freight & Logistics
FAST,53.97,54.18,52.85,54.08,1.153,43.73,56.86,"30,848 M","2,971,729","571,042,439",Industrials,Trading Companies & Distributors
FDX,228.12,228.83,225.01,228.52,1.402,141.9193,248.7599,"56,899 M","955,141","251,351,937",Industrials,Air Freight & Logistics
GD,209.52,209.835,205.4,210.01,0.8487,207.42,256.86,"57,295 M","1,402,019","274,335,601",Industrials,Aerospace & Defense
GE,101.49,101.75,97.41,101.77,1.283,46.76580111,102.0298,"108,156 M","7,226,963","1,088,960,029",Industrials,Industrial Conglomerates
GNRC,115.12,116.46,108.94,114.74,1.125,86.29,299.85,"6,781 M","1,786,646","62,197,557",Industrials,Electrical Equipment
GWW,681.71,681.71,662.61,683.61,1.169,440.48,709.21,"33,486 M","248,102","50,166,964",Industrials,Trading Companies & Distributors
HII,201.16,201.16,188.51,196.84,0.6482,194.36,260.02,"7,695 M","601,803","39,925,745",Industrials,Aerospace & Defense
HON,198.215,199,194.93,197.96,1.075,166.63,220.96,"130,619 M","2,304,847","665,676,749",Industrials,Industrial Conglomerates
HWM,44.6,44.66,42.935,44.7,1.962,29.84,45.7,"17,883 M","2,951,952","413,291,033",Industrials,Aerospace & Defense
J,115.04,115.99,113.48,115.26,0.8324,106.78,140.895,"14,610 M","710,101","126,714,126",Industrials,Professional Services
JCI,59.12,59.25,58.11,58.98,1.263,45.52,69.6,"40,207 M","3,357,708","687,173,594",Industrials,Building Products
LDOS,80.25,80.98,78.58,80.89,0.7712,79.41,110.91,"10,898 M","1,352,567","137,167,264",Industrials,Professional Services
LHX,186.14,187.19,183.21,186.7,0.7005,189.079,255.095,"35,187 M","1,525,912","189,453,379",Industrials,Aerospace & Defense
LMT,453.66,454.04,446.21,453.07,0.6648,373.67,508.1,"114,452 M","962,887","253,252,553",Industrials,Aerospace & Defense
MAS,53.73,53.81,52.47,53.76,1.188,42.33,58.18,"11,869 M","1,615,070","225,088,525",Industrials,Building Products
MMM,102.55,102.98,100.76,102.83,0.9534,100.1575,154.04,"56,182 M","2,963,164","551,672,217",Industrials,Industrial Conglomerates
NOC,443.28,445.275,435.2,443.71,0.5023,430.935,556.27,"67,157 M","645,682","151,859,445",Industrials,Aerospace & Defense
PAYX,107.42,107.87,106.85,107.67,0.9794,104.78,139.47,"38,647 M","1,584,697","360,508,880",Industrials,Professional Services
PWR,166.98,169.465,160.6,168.22,1.071,106.33,170.82,"24,002 M","1,229,203","145,160,159",Industrials,Construction & Engineering
RHI,68.21,68.8099,66.31,68.9,1.319,65.4,98.59,"7,270 M","1,922,658","107,837,058",Industrials,Professional Services
ROK,276.9,280.86,275.28,278.63,1.401,190.08,309.36,"32,073 M","782,220","114,875,325",Industrials,Electrical Equipment
ROL,41.62,42.02,41.39,41.65,0.6463,31.43,43.06,"20,618 M","881,822","492,787,005",Industrials,Commercial Services & Supplies
RSG,146,146.98,145.4725,146.03,0.6698,119.72,149.17,"46,117 M","1,035,550","316,282,323",Industrials,Commercial Services & Supplies
RTX,97,97.265,94.8644,97.16,1.025,80.27,108.84,"140,153 M","4,414,759","1,461,142,016",Industrials,Aerospace & Defense
TDG,767.08,767.08,750.86,769.22,1.467,499.63,772.96,"41,494 M","354,970","54,598,064",Industrials,Aerospace & Defense
TT,177.17,180.26,175.32,177.74,0.6707,120.64,196.22,"40,137 M","1,633,884","228,051,842",Industrials,Building Products
TXT,66.36,66.36,64.46,66.65,1.537,57.11,76.11,"13,182 M","1,235,471","201,679,524",Industrials,Aerospace & Defense
UPS,174.55,174.9406,172.86,175.83,1.084,154.8718,209.39,"148,456 M","3,495,232","856,688,889",Industrials,Air Freight & Logistics
URI,347.93,348,325.15,350.23,1.767,230.54,481.99,"22,570 M","2,702,985","68,731,157",Industrials,Trading Companies & Distributors
VRSK,208.93,210.86,205.7,203.97,0.8559,156.05,206.99,"29,792 M","1,318,685","144,791,178",Industrials,Professional Services
WM,167.6,168.66,166.86,167.32,0.7303,138.89,175.98,"68,268 M","1,189,069","406,816,705",Industrials,Commercial Services & Supplies
AAPL,164.89,167.04,164.31,167.45,1.267,124.17,176.15,"2,623,120 M","81,235,427","15,821,946,000",Information Technology,"Technology Hardware, Storage & Peripherals"
ACN,273.28,273.78,265.68,275.18,1.24,242.8,322.88,"168,303 M","2,586,187","631,532,298",Information Technology,IT Services
ADBE,347.97,348,332.84,345.25,1.312,274.73,451.15,"154,045 M","6,614,890","458,700,000",Information Technology,Software
ADI,182,182.97,180.48,182.39,1.121,133.48,198.245,"91,726 M","2,308,181","505,852,499",Information Technology,Semiconductors & Semiconductor Equipment
ADSK,194.57,195.38,191.765,193.7,1.511,163.2,235.005,"41,460 M","855,873","214,782,702",Information Technology,Software
AKAM,78.28,78.76,76.845,78.46,0.8112,70.65,102.83,"12,042 M","1,426,938","156,304,214",Information Technology,IT Services
AMD,81.57,91.64,81.11,81.62,1.941,54.57,109.57,"139,391 M","122,840,488","1,609,406,409",Information Technology,Semiconductors & Semiconductor Equipment
ANET,132.02,136.81,131.68,132.73,1.234,89.115,171.44,"41,723 M","4,223,273","308,282,799",Information Technology,Communications Equipment
ANSS,288.37,309.77,282,307.99,1.244,194.23,333.89,"26,300 M","695,949","86,810,668",Information Technology,Software
APH,74.47,74.98,73.88,74.83,1.221,61.67,82.86,"44,399 M","2,934,026","595,319,046",Information Technology,"Electronic Equipment, Instruments & Components"
AVGO,610,613.96,601.29,613.2,1.121,415.0682,648.4999,"254,390 M","1,768,438","416,923,664",Information Technology,Semiconductors & Semiconductor Equipment
CDAY,61.03,62.17,57.07,62.61,1.469,43.23,79.66,"8,866 M","3,735,947","155,006,926",Information Technology,Software
CDNS,208.1,208.67,204.95,207.45,1.018,132.315,216.73,"55,908 M","1,271,931","272,684,000",Information Technology,Software
CDW,163.21,165.9253,162.59,164.97,1.107,147.91,215,"22,143 M","1,461,538","135,136,297",Information Technology,"Electronic Equipment, Instruments & Components"
CRM,191.9,194.56,190.76,192.61,1.22,126.34,200.12,"188,344 M","4,386,506","979,023,216",Information Technology,Software
CSCO,45.77,45.93,45.555,45.96,0.9752,38.605,52.35,"187,179 M","17,748,930","4,095,823,317",Information Technology,Communications Equipment
CTSH,62.2,65.43,62.05,58.88,1.114,51.33,80.067,"31,899 M","6,920,619","507,466,204",Information Technology,IT Services
DXC,23.35,23.465,22.1125,23.58,2.086,22.46,36,"5,064 M","1,612,346","227,682,482",Information Technology,IT Services
EPAM,273.82,278.34,269.06,273.13,1.626,266.63,462.99,"15,645 M","662,016","57,857,238",Information Technology,IT Services
FFIV,130.34,131.83,130.34,131.12,1.067,127.05,176.08,"7,929 M","619,637","60,465,000",Information Technology,Communications Equipment
FICO,748.67,760.15,736,752.39,1.24,340.48,758,"18,411 M","208,150","24,993,116",Information Technology,Software
FSLR,175.34,176.97,170.915,174.33,1.341,59.6,220.2315,"18,330 M","1,516,328","106,825,674",Information Technology,Semiconductors & Semiconductor Equipment
FTNT,61.285,61.61,60.37,60.49,1.15,42.6101,69.07,"47,988 M","5,939,259","784,374,421",Information Technology,Software
GEN,16.62,16.68,16.375,16.75,1.748,15.52,23.74,"10,514 M","3,593,377","639,129,470",Information Technology,Software
GLW,31.5,31.67,31.17,31.67,1.058,28.98,37.73,"26,669 M","4,855,927","850,130,495",Information Technology,"Electronic Equipment, Instruments & Components"
HPE,13.88,13.9,13.655,13.95,1.254,11.9,17.25,"17,883 M","8,244,499","1,295,869,008",Information Technology,"Technology Hardware, Storage & Peripherals"
HPQ,29.64,29.755,29.27,29.86,1.02,24.075,40.79,"28,969 M","4,771,705","985,328,082",Information Technology,"Technology Hardware, Storage & Peripherals"
